0 0 1
10 0.173648178 0.984807753
20 0.342020143 0.939692621
30 0.5 0.866025404
40 0.64278761 0.766044443
50 0.766044443 0.64278761
60 0.866025404 0.5
70 0.939692621 0.342020143
80 0.984807753 0.173648178
90 1 6.12574E-17
100 0.984807753 -0.173648178
110 0.939692621 -0.342020143
120 0.866025404 -0.5
130 0.766044443 -0.64278761
140 0.64278761 -0.766044443
150 0.5 -0.866025404
160 0.342020143 -0.939692621
170 0.173648178 -0.984807753
180 1.22515E-16 -1
190 -0.173648178 -0.984807753
200 -0.342020143 -0.939692621
210 -0.5 -0.866025404
220 -0.64278761 -0.766044443
230 -0.766044443 -0.64278761
240 -0.866025404 -0.5
250 -0.939692621 -0.342020143
260 -0.984807753 -0.173648178
270 -1 -1.83772E-16
280 -0.984807753 0.173648178
290 -0.939692621 0.342020143
300 -0.866025404 0.5
310 -0.766044443 0.64278761
320 -0.64278761 0.766044443
330 -0.5 0.866025404
340 -0.342020143 0.939692621
350 -0.173648178 0.984807753
360 -2.4503E-16 1
